trade_number,timestamp,symbol,action,signal,quantity,price,commission,pnl,return_pct
77,2025-05-22T13:40:00-04:00,XLV,BUY,Breakout > $131.04 | ADX=37.7 | RSI=62.0 | Vol spike 1.5x | SPY bullish | SL=$130.93 | TP=$131.38,762,131.08,1.0,,
78,2025-05-22T14:10:00-04:00,XLV,SELL,Price $131.09 < 5-SMA $131.09,762,131.09,1.0,6.61999999999307,0.006627690772365321
79,2025-05-23T13:45:00-04:00,XLV,BUY,Breakout > $130.29 | ADX=26.0 | RSI=72.6 | Vol spike 1.5x | SPY bullish | SL=$130.20 | TP=$130.61,766,130.34,1.0,,
80,2025-05-23T14:15:00-04:00,XLV,SELL,Price $130.32 < 5-SMA $130.36,766,130.32,1.0,-16.320000000007838,-0.016345918087727736
81,2025-05-27T09:35:00-04:00,XLV,BUY,Breakout > $131.54 | ADX=20.7 | RSI=75.9 | Vol spike 1.5x | SPY bullish | SL=$131.30 | TP=$132.06,759,131.55,1.0,,
82,2025-05-27T09:55:00-04:00,XLV,SELL,Price $131.50 < 5-SMA $131.58,759,131.5,1.0,-38.95000000000863,-0.03900950900599728
83,2025-05-27T12:55:00-04:00,XLV,BUY,Breakout > $132.29 | ADX=23.6 | RSI=79.1 | Vol spike 1.5x | SPY bullish | SL=$132.25 | TP=$132.65,754,132.38,1.0,,
84,2025-05-27T13:05:00-04:00,XLV,SELL,Stop loss hit at $132.23 (SL: $132.25),754,132.23,1.0,-114.10000000000429,-0.11431088071274316
85,2025-05-29T15:45:00-04:00,XLV,BUY,Breakout > $132.33 | ADX=21.0 | RSI=60.4 | Vol spike 1.5x | SPY bullish | SL=$132.21 | TP=$132.63,754,132.35,1.0,,
86,2025-05-29T15:50:00-04:00,XLV,SELL,Stop loss hit at $132.17 (SL: $132.21),754,132.17,1.0,-136.72000000000514,-0.1370037347346406
87,2025-06-02T15:20:00-04:00,XLV,BUY,Breakout > $132.51 | ADX=41.8 | RSI=84.8 | Vol spike 1.5x | SPY bullish | SL=$132.47 | TP=$132.83,753,132.59,1.0,,
88,2025-06-02T15:30:00-04:00,XLV,SELL,Stop loss hit at $132.40 (SL: $132.47),753,132.4,1.0,-144.0699999999983,-0.14429904587551648
89,2025-06-02T15:55:00-04:00,XLV,BUY,Breakout > $132.62 | ADX=39.0 | RSI=70.6 | Vol spike 1.5x | SPY bullish | SL=$132.63 | TP=$133.01,752,132.76,1.0,,
90,2025-06-03T09:30:00-04:00,XLV,SELL,Stop loss hit at $132.07 (SL: $132.63),752,132.07,1.0,-519.8799999999983,-0.5207312915153677
